it,current,target,prediction,correct
7444,9,6,6,1,9.3508
7453,4,6,6,1,9.3164
7462,4,6,6,1,9.2340
7471,9,1,1,1,9.2322
7479,8,0,0,1,9.3337
7487,8,5,5,1,9.1846
7495,8,5,5,1,9.1714
7504,9,6,6,1,9.1573
7513,4,1,1,1,9.3029
7521,3,5,5,1,9.4048
7530,4,6,6,1,9.6904
7539,4,1,1,1,9.4319
7547,8,0,0,1,9.3309
7555,3,0,0,1,9.3597
7564,9,6,6,1,9.0697
7573,4,1,1,1,9.3703
7582,9,6,6,1,9.5703
7590,8,0,0,1,9.5763
7598,8,5,5,1,9.4289
7606,8,0,0,1,9.4653
7615,4,1,1,1,9.5644
7623,8,0,0,1,9.5287
7632,4,6,6,1,9.4635
7641,4,1,1,1,9.2650
7650,9,1,1,1,9.2529
7658,3,5,5,1,9.4656
7667,9,1,1,1,9.2284
7675,8,0,0,1,9.1632
7683,3,0,0,1,9.0693
7692,4,6,6,1,9.5055
7700,8,0,0,1,9.3218
7709,9,1,1,1,9.6914
7718,9,1,1,1,9.7671
7726,3,5,5,1,9.4567
7735,4,6,6,1,9.3449
7743,3,5,5,1,9.4498
7751,3,0,0,1,9.1591
7759,3,5,5,1,9.0672
7767,8,5,5,1,8.9598
7776,9,6,6,1,8.8985
7785,9,1,1,1,9.0104
7794,4,6,6,1,9.0063
7802,8,0,0,1,9.0152
7810,8,0,0,1,8.9628
7818,3,0,0,1,8.8897
7826,3,0,0,1,8.9607
7834,3,5,5,1,9.0896
7842,8,0,0,1,9.0445
7851,4,1,1,1,8.9827
7860,4,1,1,1,9.2061
7868,8,5,5,1,9.0682
7876,8,5,5,1,8.8698
7884,8,5,5,1,8.7384
7893,4,1,1,1,8.8176
7902,4,1,1,1,8.6555
7911,9,6,6,1,8.7034
7919,3,0,0,1,8.6398
7928,9,6,6,1,8.3457
7936,8,5,5,1,8.3970
7945,4,1,1,1,8.7939
7953,3,5,5,1,8.8446
7961,8,0,0,1,8.7193
7970,4,1,1,1,8.6425
7978,3,5,5,1,8.5336
7986,8,5,5,1,8.5242
7994,3,0,0,1,8.6131
8002,3,5,5,1,9.1135
8011,4,1,1,1,8.8088
8019,3,5,5,1,8.8117
8027,3,5,5,1,9.0478
8036,9,6,6,1,9.5718
8045,9,1,1,1,9.1662
8054,9,1,1,1,9.0057
8063,9,6,6,1,8.8605
8071,3,0,0,1,8.8323
8079,8,0,0,1,8.7261
8088,4,6,6,1,8.7505
8097,9,6,6,1,8.8463
8106,4,1,1,1,8.5996
8114,3,5,5,1,8.8282
8122,3,5,5,1,8.9090
8130,3,0,0,1,8.9282
8139,4,6,6,1,8.9703
8148,4,6,6,1,8.9508
8157,4,1,1,1,8.7529
8165,8,0,0,1,8.6107
8173,3,0,0,1,8.6149
8182,9,6,6,1,8.6787
8190,3,0,0,1,8.4909
8199,9,1,1,1,8.6875
8208,9,6,6,1,8.5392
8216,3,5,5,1,8.5855
8224,8,5,5,1,8.6686
8232,3,0,0,1,8.8783
8240,8,5,5,1,9.1550
8248,8,0,0,1,9.4569
8257,4,1,1,1,9.3688
8266,4,6,6,1,9.3264
8274,3,5,5,1,9.2978
8283,9,6,6,1,9.5137
8291,3,5,5,1,9.3453
8300,4,6,6,1,9.0244
8309,4,6,6,1,9.0450
8317,3,0,0,1,9.0417
8325,8,5,5,1,8.9674
8334,9,6,6,1,9.0664
8342,8,0,0,1,9.3337
8351,4,1,1,1,8.9686
8360,4,6,6,1,8.9038
8369,4,1,1,1,8.6832
8378,9,1,1,1,8.8537
8386,8,0,0,1,8.7812
8394,3,0,0,1,8.5545
8403,9,6,6,1,8.8013
8411,8,5,5,1,8.5783
8419,3,0,0,1,8.6265
8427,3,0,0,1,8.8954
8435,3,5,5,1,8.8427
8443,3,0,0,1,8.9160
8451,8,0,0,1,8.7929
8459,3,5,5,1,9.1324
8467,8,0,0,1,9.0998
8476,9,1,1,1,8.8472
8484,8,0,0,1,9.5496
8493,9,1,1,1,9.1247
8501,3,0,0,1,9.1763
8510,9,6,6,1,9.1979
8519,4,6,6,1,9.1400
8528,4,1,1,1,9.0043
8536,3,5,5,1,8.9519
8544,8,5,5,1,8.9307
8552,3,5,5,1,9.1150
8560,8,5,5,1,9.1827
8569,9,6,6,1,8.8940
8577,3,0,0,1,9.1442
8585,3,0,0,1,9.0465
8593,8,0,0,1,9.0838
8602,9,6,6,1,9.0741
8611,4,1,1,1,8.8738
8619,8,0,0,1,8.7581
8627,8,0,0,1,8.8136
8636,4,1,1,1,8.6903
8644,8,5,5,1,8.6658
8652,3,5,5,1,8.6656
8660,3,5,5,1,8.5154
8668,3,0,0,1,8.6195
8677,4,6,6,1,8.3436
8685,8,5,5,1,8.3551
8694,9,6,6,1,8.3805
8702,8,5,5,1,8.4098
8711,4,6,6,1,8.7370
8720,9,6,6,1,8.4666
8729,4,1,1,1,8.4259
8738,9,1,1,1,8.7219
8746,3,0,0,1,8.5400
8754,3,5,5,1,8.7794
8762,3,0,0,1,8.7402
8771,9,1,1,1,8.9231
8779,3,5,5,1,9.0559
8787,8,0,0,1,8.9280
8796,4,1,1,1,9.0720
8805,4,1,1,1,8.9252
8813,8,5,5,1,9.0203
8822,4,1,1,1,8.7450
8831,4,1,1,1,8.6262
8839,3,0,0,1,8.5534
8847,8,5,5,1,8.5391
8856,9,1,1,1,8.7981
8865,4,1,1,1,9.1200
8874,4,1,1,1,8.8933
8882,3,0,0,1,8.9565
8890,3,5,5,1,8.9226
8899,4,6,6,1,8.8907
8908,9,6,6,1,9.0139
8916,8,0,0,1,9.0064
8924,3,5,5,1,9.5609
8933,4,1,1,1,9.2598
8942,4,1,1,1,9.0756
8950,3,5,5,1,9.0086
8958,8,5,5,1,9.0285
8966,8,0,0,1,9.0194
8974,8,0,0,1,9.1147
8982,8,0,0,1,9.1342
8990,3,5,5,1,8.9151
8999,9,6,6,1,8.9578
9007,3,0,0,1,9.1188
9015,8,5,5,1,9.1339
9023,3,5,5,1,8.9168
9031,8,0,0,1,8.9367
9039,8,0,0,1,8.9468
9048,4,1,1,1,8.6667
9056,3,0,0,1,8.6411
9064,3,5,5,1,8.7212
9073,9,1,1,1,9.1841
9081,3,5,5,1,9.1267
9089,3,5,5,1,8.9637
9098,4,6,6,1,8.8002
9106,3,0,0,1,8.8790
9114,8,5,5,1,8.9458
9122,3,0,0,1,8.8548
9130,3,5,5,1,8.6700
9139,4,1,1,1,8.3761
9147,8,5,5,1,8.4516
9155,8,5,5,1,8.6771
9163,8,0,0,1,8.8842
9171,3,5,5,1,8.7208
9180,4,6,6,1,8.7570
9189,4,1,1,1,8.5903
9197,3,5,5,1,8.5804
9206,9,1,1,1,8.5311
9215,9,6,6,1,8.7872
9223,8,0,0,1,8.7375
9232,4,1,1,1,8.4219
9240,8,0,0,1,8.3956
9248,8,0,0,1,8.4168
9257,4,6,6,1,8.2158
9266,9,6,6,1,8.0694
9275,9,6,6,1,8.1429
9283,8,0,0,1,8.2366
9291,3,0,0,1,8.3199
9300,4,1,1,1,8.7159
9309,9,6,6,1,8.4835
9318,4,1,1,1,8.2997
9326,8,5,5,1,8.1345
9334,3,5,5,1,8.2682
9343,4,6,6,1,8.0939
9351,3,0,0,1,8.4599
9360,9,1,1,1,8.6126
9369,9,1,1,1,8.4494
9378,9,1,1,1,8.2867
9387,9,1,1,1,8.1951
9396,4,1,1,1,8.3590
9404,8,5,5,1,8.7265
9413,4,6,6,1,8.5953
9421,3,0,0,1,8.5743
9430,9,1,1,1,8.7319
9439,4,1,1,1,8.5076
9447,3,0,0,1,8.4179
9456,9,1,1,1,8.5262
9464,8,5,5,1,8.7305
9473,4,1,1,1,8.7224
9482,4,1,1,1,8.5621
9491,9,6,6,1,8.5071
9499,3,0,0,1,8.6843
9507,3,0,0,1,8.5060
9516,9,1,1,1,8.5115
9525,4,6,6,1,8.6325
9534,9,6,6,1,8.4627
9542,8,5,5,1,8.8084
9551,9,6,6,1,8.8225
9559,8,5,5,1,8.7765
9567,3,5,5,1,8.6664
9575,3,5,5,1,8.6408
9583,8,0,0,1,9.1072
9591,3,0,0,1,9.3076
9599,8,0,0,1,9.4461
9608,9,6,6,1,9.1965
9617,4,6,6,1,9.1266
9626,4,6,6,1,9.0568
9635,9,6,6,1,9.2254
9644,4,6,6,1,8.9987
9652,8,0,0,1,8.9313
9660,8,0,0,1,9.0560
9669,4,1,1,1,8.7502
9677,8,0,0,1,8.9169
9686,9,6,6,1,8.7460
9694,3,0,0,1,8.7607
9702,8,0,0,1,9.0447
9710,8,5,5,1,9.1499
9719,4,1,1,1,9.0512
9727,8,0,0,1,8.8964
9736,9,1,1,1,8.8286
9744,8,0,0,1,8.6618
9752,3,0,0,1,8.6554
9760,8,0,0,1,8.5085
9769,9,1,1,1,8.4442
9778,9,6,6,1,8.6900
9786,3,0,0,1,8.6543
9795,9,6,6,1,8.4506
9804,4,6,6,1,8.1798
9813,4,6,6,1,8.2635
9822,4,1,1,1,8.0989
9830,3,5,5,1,8.3416
9838,8,0,0,1,8.6477
9847,4,6,6,1,8.9582
9856,4,6,6,1,8.7225
9864,8,0,0,1,8.6158
9872,8,0,0,1,8.4418
9881,4,1,1,1,8.2354
9890,4,1,1,1,8.2735
9898,3,5,5,1,8.2972
9907,4,1,1,1,8.2870
9915,3,0,0,1,8.1867
9923,8,0,0,1,8.2596
9932,9,1,1,1,8.2323
9941,4,1,1,1,8.1830
9950,4,1,1,1,7.9687
9958,3,0,0,1,8.2043
9966,3,0,0,1,8.0814
9974,8,5,5,1,8.1809
9983,4,1,1,1,8.2472
9991,8,0,0,1,8.2910
10000,4,6,6,1,8.0380
10009,9,1,6,0,8.4075
10018,9,1,6,0,8.7600
10026,3,0,5,0,8.9559
10035,9,6,1,0,9.6057
10044,9,1,6,0,9.4576
10053,4,1,6,0,9.5965
10061,3,5,0,0,9.6004
10070,4,1,6,0,9.5671
10078,3,5,0,0,9.6853
10087,4,1,6,0,9.5321
10095,3,0,5,0,9.8757
10103,8,0,5,0,10.2443
10112,9,1,6,0,10.2424
10120,3,0,5,0,10.6274
10129,9,6,1,0,10.3184
10137,3,0,0,1,10.5418
10145,3,0,5,0,10.4795
10153,8,0,5,0,10.2924
10161,8,5,0,0,10.4430
10170,4,1,6,0,10.4076
10178,8,5,0,0,10.4388
10186,3,5,0,0,10.3887
10194,3,0,5,0,10.2777
10203,9,1,6,0,10.0344
10211,3,0,0,1,10.1413
10220,9,1,6,0,10.0690
10228,3,5,0,0,10.2071
10237,9,1,6,0,10.0465
10246,9,6,1,0,10.3960
10254,8,0,5,0,10.7246
10263,9,1,1,1,10.7731
10271,8,0,5,0,10.7870
10280,9,1,6,0,10.4381
10289,4,1,5604,0,10.2317
10297,8,5,0,0,10.1012
10306,9,6,1,0,10.2635
10314,8,5,0,0,10.5246
10323,9,6,1,0,11.0431
10331,3,5,0,0,11.0789
10340,9,6,1,0,11.0140
10348,8,0,5,0,10.8381
10356,3,0,0,1,10.6095
10365,4,6,1,0,10.3809
10374,4,1,6,0,10.3701
10383,9,6,6,1,10.9477
10392,9,1,1,1,10.7165
10401,9,1,6,0,10.5151
10409,8,5,0,0,10.5679
10417,3,5,5,1,11.0188
10425,8,5,0,0,10.8727
10434,9,6,6,1,10.7276
10443,9,6,1,0,10.9045
10451,3,0,0,1,10.9365
10459,3,5,0,0,10.7420
10468,9,6,6,1,11.3003
10477,4,6,1,0,10.9685
10486,9,6,6,1,10.8489
10494,8,0,5,0,10.6238
10502,8,0,5,0,10.4288
10511,4,6,1,0,10.4528
10520,4,6,1,0,10.3909
10528,8,0,0,1,10.5245
10537,4,6,1,0,10.1376
10545,3,0,0,1,10.1288
10553,8,0,0,1,9.8542
10562,4,1,6,0,10.0870
10571,4,6,1,0,10.2949
10580,9,6,1,0,10.4752
10588,3,0,0,1,10.4293
10596,3,0,0,1,10.3331
10604,8,0,0,1,9.9974
10613,9,1,1,1,9.6891
10621,8,5,0,0,9.9864
10630,9,1,6,0,9.9562
10638,8,0,5,0,10.1572
10647,9,6,30660,0,9.9837
10656,4,1,6,0,9.9151
10664,8,0,5,0,9.8523
10673,9,6,1,0,9.5589
10682,9,1,1,1,9.6413
10690,8,5,0,0,9.5871
10699,4,1,0,0,9.5891
10707,3,5,5,1,9.6036
10715,8,5,0,0,9.4669
10723,3,0,5,0,9.3903
10732,4,1,6,0,9.8063
10741,4,6,1,0,9.4667
10749,8,5,0,0,9.8898
10758,9,1,0,0,9.6976
10767,4,6,1,0,9.5701
10775,3,0,0,1,9.8759
10783,3,5,5,1,9.8630
10792,4,6,1,0,9.5478
10800,8,0,0,1,9.8247
10809,4,6,6,1,9.4021
10818,9,1,6,0,9.6453
10827,9,1,1,1,9.5134
10836,9,1,1,1,9.6422
10845,9,6,6,1,9.5564
10853,3,0,0,1,9.6627
10861,8,5,5,1,9.6221
10870,4,6,1,0,9.3628
10878,8,5,0,0,9.5273
10887,9,1,1,1,9.4148
10895,8,5,5,1,9.4086
10904,4,1,1,1,9.0595
10912,3,5,5,1,8.8469
10920,8,5,5,1,8.6529
10928,3,5,5,1,9.0848
10937,9,6,6,1,8.8203
10946,9,6,6,1,8.5501
10954,8,5,5,1,8.4536
10962,8,5,5,1,8.8194
10970,3,5,5,1,8.7913
10978,8,0,0,1,8.8893
10987,9,1,1,1,8.8076
10995,8,5,5,1,8.9228
11004,9,6,6,1,8.9151
11012,8,5,5,1,9.0173
11021,9,6,6,1,8.9251
11029,3,0,0,1,8.6933
11038,4,6,6,1,8.9111
11046,3,5,5,1,9.3117
11055,4,6,1,0,9.0458
11063,8,5,5,1,9.1814
11071,8,5,5,1,9.2281
11079,8,5,5,1,9.0280
11087,3,0,0,1,9.1703
11095,3,0,5,0,9.1035
11103,8,0,0,1,9.1425
11112,9,1,1,1,8.9738
11121,9,1,1,1,8.9149
11129,8,5,5,1,8.9857
11138,9,1,1,1,8.9648
11146,3,0,0,1,8.8325
11154,8,5,5,1,8.7500
11163,4,6,1,0,9.0212
11171,8,5,5,1,9.0730
11180,4,1,1,1,9.0885
11188,3,5,5,1,9.2062
11197,9,6,6,1,8.7633
11206,9,6,36044,0,9.0217
11214,8,0,0,1,9.0361
11223,4,6,6,1,9.1285
11232,9,6,6,1,8.9047
11240,8,5,5,1,9.1765
11249,9,1,1,1,8.9417
11257,8,0,0,1,8.7492
11265,3,0,0,1,8.8965
11273,3,5,5,1,8.7448
11281,3,5,5,1,8.8595
11290,9,1,1,1,8.8083
11299,9,1,1,1,8.6526
11308,9,6,6,1,8.4822
11317,9,1,1,1,8.5864
11326,9,6,6,1,8.5658
11334,3,0,0,1,8.5208
11343,4,1,1,1,8.6395
11351,8,5,5,1,8.6890
11360,9,1,1,1,8.4511
11368,3,0,0,1,8.4797
11376,3,0,0,1,8.3768
11385,9,1,1,1,8.4889
11393,8,5,5,1,8.3276
11402,9,1,1,1,8.2777
11411,9,6,6,1,8.0703
11419,3,0,0,1,8.1890
11427,3,5,5,1,8.2126
11436,9,6,6,1,8.2066
11445,9,1,1,1,8.3289
11453,3,5,5,1,8.3462
11461,8,5,5,1,8.1673
11469,8,5,5,1,8.1577
11478,9,1,1,1,8.0498
11487,9,1,1,1,7.9201
11495,8,0,0,1,8.3271
11503,8,0,0,1,8.2497
11511,8,5,5,1,8.4365
11520,4,1,1,1,8.6788
11528,8,5,5,1,8.6559
11537,9,1,1,1,8.3511
11545,8,0,0,1,8.7879
11553,8,5,5,1,8.8243
11561,8,5,5,1,8.6286
11569,3,5,5,1,8.5855
11577,8,5,5,1,8.4882
11586,9,1,1,1,8.3668
11594,3,5,5,1,8.6083
11602,8,5,5,1,8.5204
11610,8,0,4970,0,8.8213
11619,4,6,6,1,8.9251
11628,4,1,37052,0,9.0108
11637,9,1,37052,0,9.0481
11645,3,5,5,1,9.3318
11653,3,5,5,1,9.2960
11661,3,0,0,1,9.2383
11670,4,6,6,1,9.0874
11679,9,6,6,1,8.6789
11687,8,0,0,1,8.6276
11696,9,6,6,1,8.8511
11704,8,5,5,1,8.6149
11713,9,6,6,1,8.5664
11721,8,0,0,1,8.5807
11729,8,0,0,1,8.6117
11737,8,0,0,1,8.6515
11746,9,1,1,1,8.5489
11755,4,6,1,0,8.5910
11763,8,5,5,1,8.8388
11772,9,6,6,1,8.5008
11780,8,0,0,1,8.3949
11788,8,0,0,1,8.3280
11797,4,1,37052,0,8.4804
11806,9,1,1,1,8.3077
11814,3,0,0,1,8.5258
11823,4,1,1,1,8.7464
11832,9,6,6,1,8.6591
11841,9,6,6,1,8.4652
11849,8,0,0,1,8.4475
11858,9,6,6,1,8.2873
11867,4,6,6,1,8.2259
11875,3,0,0,1,8.6671
11883,8,5,5,1,8.5442
11891,3,5,5,1,8.8224
11900,4,6,6,1,8.6345
11909,4,6,6,1,8.8274
11918,4,6,6,1,8.6454
11926,3,5,5,1,8.7029
11934,3,0,0,1,8.5045
11943,9,6,6,1,8.3496
11951,3,5,5,1,8.4355
11959,8,5,5,1,8.3792
11968,4,1,1,1,8.3120
11976,3,5,5,1,8.5864
11985,4,6,6,1,8.3229
11994,9,1,1,1,8.5135
12003,4,1,1,1,8.6882
12012,9,6,6,1,8.6859
12020,3,0,0,1,8.5668
12028,3,0,0,1,8.4391
12036,8,0,0,1,8.3205
12045,4,1,1,1,8.1052
12053,8,5,5,1,8.1634
12061,3,0,0,1,8.3818
12070,9,6,6,1,8.3555
12078,3,0,0,1,8.3334
12087,9,1,1,1,8.5483
12096,9,6,6,1,8.4522
12105,4,6,6,1,8.1607
12113,8,5,5,1,8.1365
12122,9,6,37052,0,8.1349
12131,4,6,6,1,8.0063
12140,4,6,6,1,8.3377
12149,9,1,1,1,8.5506
12157,3,5,5,1,8.2676
12166,9,6,6,1,8.1010
12174,8,0,0,1,8.1113
12182,3,5,5,1,7.8310
12191,4,6,6,1,7.9079
12199,8,5,5,1,7.7167
12207,8,0,0,1,7.7132
12216,9,1,1,1,7.6019
12224,3,0,0,1,7.7651
12232,3,0,0,1,8.1347
12240,3,0,0,1,7.9789
12249,4,1,1,1,7.8053
12258,4,1,1,1,8.1201
12266,8,0,0,1,8.0731
12274,8,0,0,1,7.9479
12282,3,0,0,1,7.9449
12291,4,1,1,1,7.7670
12299,3,0,0,1,7.8119
12308,4,6,6,1,7.7758
12316,3,0,0,1,7.7000
12325,9,1,1,1,7.9727
12333,3,0,0,1,7.9438
12341,8,0,0,1,8.4009
12350,4,1,1,1,8.3053
12359,4,6,6,1,8.0067
12367,8,5,5,1,7.8659
12375,3,5,5,1,7.9548
12384,9,1,1,1,7.9629
12392,8,0,0,1,8.1139
12400,3,0,0,1,7.8427
12409,4,6,6,1,7.6090
12418,4,6,6,1,7.7066
12427,9,6,6,1,7.8354
12435,8,5,5,1,7.9877
12444,4,6,6,1,8.0516
12453,4,1,1,1,7.6974
12461,3,5,5,1,7.8046
12469,3,5,5,1,8.1013
12477,3,0,0,1,7.8146
12486,9,1,1,1,7.8678
12494,8,5,5,1,7.9834
12503,9,1,1,1,7.8563
12511,3,5,5,1,7.7134
12519,3,0,0,1,7.6859
12528,9,6,6,1,7.7667
12536,8,5,5,1,7.7717
12545,9,6,6,1,7.6173
12553,8,0,0,1,7.5738
12562,9,6,6,1,7.4796
12571,4,6,6,1,7.4122
12580,9,6,6,1,7.5338
12588,8,0,0,1,7.4153
12597,4,6,6,1,7.4434
12606,4,6,6,1,7.7054
12614,8,0,0,1,7.6254
12622,8,0,0,1,7.6169
12630,8,5,5,1,7.7899
12638,8,5,5,1,7.7215
12646,8,5,5,1,7.5542
12654,8,0,0,1,7.6924
12662,3,0,0,1,8.4895
12670,3,0,0,1,8.0615
12679,9,1,1,1,7.8053
12687,3,5,5,1,7.8027
12695,8,5,5,1,7.8365
12704,9,1,1,1,7.7079
12712,8,5,5,1,7.9809
12720,8,5,5,1,7.8329
12728,8,5,5,1,7.8565
12737,4,6,6,1,7.7562
12746,4,6,6,1,7.7307
12754,8,0,0,1,7.7929
12762,8,5,5,1,7.7595
12770,8,0,0,1,7.8564
12779,9,1,1,1,7.7796
12787,3,5,5,1,7.7690
12796,9,1,1,1,7.7785
12804,3,0,0,1,7.7612
12813,9,1,1,1,7.6868
12821,3,0,0,1,7.6125
12829,8,0,0,1,8.1652
12838,4,1,1,1,8.1668
12847,4,1,1,1,8.1961
12855,8,5,5,1,8.0375
12863,3,0,0,1,8.1981
12871,3,0,0,1,8.4019
12880,9,6,6,1,8.1878
12889,9,1,1,1,7.8903
12898,4,1,1,1,7.7922
12906,8,5,5,1,7.7794
12914,8,5,5,1,7.8491
12923,4,1,1,1,7.9294
12931,8,5,5,1,8.0875
12940,4,6,6,1,8.0524
12949,4,6,6,1,7.9443
12958,9,6,6,1,7.9520
12966,8,5,5,1,7.7615
12974,8,5,5,1,7.8980
12982,8,5,5,1,7.7404
12990,8,0,0,1,7.8556
12999,9,1,1,1,7.9056
13008,4,6,6,1,8.0112
13016,3,5,5,1,8.4663
13025,4,6,6,1,7.9853
13033,8,0,0,1,7.9484
13042,9,6,6,1,7.8180
13051,9,1,1,1,7.8020
13059,8,0,0,1,8.0935
13067,8,5,5,1,8.1070
13076,9,6,6,1,8.0690
13084,3,0,0,1,8.3330
13093,4,6,6,1,8.1839
13101,8,0,0,1,8.1589
13109,8,5,5,1,8.2538
13118,9,1,1,1,8.3922
13127,9,1,1,1,8.1046
13136,4,6,6,1,8.3666
13144,8,5,5,1,8.3580
13152,3,5,5,1,8.5611
13161,9,6,6,1,8.4487
13169,8,0,0,1,8.0863
13177,3,0,0,1,8.2080
13185,8,0,0,1,8.4757
13193,3,5,5,1,8.7015
13201,8,0,0,1,8.4433
13210,9,6,6,1,8.5029
13219,9,1,1,1,8.4435
13227,3,0,0,1,8.3475
13235,8,5,5,1,8.2175
13244,9,1,1,1,8.1344
13252,3,5,5,1,8.1547
13260,3,0,0,1,8.1650
13268,8,0,0,1,8.3532
13276,3,0,0,1,8.2794
13285,4,6,6,1,8.1198
13293,8,5,5,1,8.2387
13301,8,5,5,1,8.2735
13309,3,5,5,1,8.2976
13318,9,1,1,1,8.0733
13326,8,0,0,1,7.9098
13335,4,1,1,1,8.2184
13343,8,0,0,1,8.1312
13352,9,1,1,1,8.0280
13360,3,0,0,1,8.0967
13369,9,6,6,1,7.9834
13377,3,5,5,1,7.9921
13385,8,5,5,1,8.0863
13393,3,0,0,1,8.1228
13401,3,0,0,1,8.1523
13409,3,0,0,1,8.1965
13417,8,0,0,1,8.1590
13426,4,6,6,1,8.0947
13434,3,0,0,1,8.5071
13443,4,6,6,1,8.3008
13452,4,1,37052,0,8.2776
13461,4,1,1,1,8.4039
13470,4,1,1,1,8.0133
13479,4,6,6,1,7.9717
13487,8,0,0,1,8.0197
13496,4,6,6,1,7.7669
13504,8,5,5,1,7.8220
13512,8,0,0,1,7.9038
13521,9,1,1,1,8.0396
13530,4,1,1,1,8.0083
13538,3,0,0,1,8.2653
13546,8,0,0,1,8.3644
13555,4,1,1,1,8.2378
13563,3,0,0,1,8.1403
13572,4,6,6,1,8.2173
13581,9,6,6,1,8.1701
13589,8,5,5,1,7.9771
13597,8,5,5,1,7.8539
13606,4,1,1,1,8.0633
13615,4,1,1,1,8.0013
13623,3,0,0,1,8.0789
13631,3,0,0,1,8.1067
13639,8,0,0,1,8.1037
13648,9,1,1,1,8.1790
13657,4,6,6,1,7.9120
13666,9,6,6,1,7.9443
13675,9,1,1,1,7.7995
13683,8,5,5,1,7.8717
13692,9,6,6,1,7.7903
13700,3,5,5,1,7.9127
13708,8,5,5,1,7.8142
13717,9,6,6,1,7.8777
13725,3,0,0,1,7.6595
13734,4,6,6,1,7.5930
13743,4,1,1,1,7.8358
13752,4,1,1,1,7.8284
13760,3,0,0,1,7.7342
13768,3,5,5,1,7.9839
13776,8,5,5,1,8.1826
13784,3,0,0,1,8.0420
13792,3,5,5,1,8.0853
13800,3,5,5,1,7.9604
13808,3,0,0,1,7.7371
13817,4,6,6,1,7.7299
13825,8,5,5,1,7.8104
13833,3,0,0,1,7.7432
13842,9,6,6,1,7.9255
13851,9,1,1,1,7.7796
13860,4,1,1,1,7.8499
13869,4,6,23967,0,8.1296
13878,9,1,1,1,8.0147
13886,8,0,0,1,7.9043
13894,8,0,0,1,7.7844
13902,8,5,5,1,7.7989
13910,8,5,5,1,7.5775
13919,9,6,6,1,7.5604
13927,8,0,0,1,7.5518
13935,8,0,0,1,7.3381
13943,3,5,5,1,7.4551
13951,8,0,0,1,7.4892
13959,8,0,0,1,7.6790
13967,3,0,0,1,7.8655
13975,8,5,5,1,7.8008
13983,3,0,0,1,7.7883
13992,9,1,1,1,7.8051
14000,3,0,0,1,7.6163
14008,3,0,0,1,7.8274
14016,8,0,0,1,7.9449
14025,9,6,6,1,7.9277
14034,9,6,6,1,7.8342
14043,4,6,6,1,8.1259
14051,8,5,5,1,7.9783
14059,3,5,5,1,8.0087
14067,3,5,5,1,8.2254
14076,4,1,1,1,8.4389
14084,8,5,5,1,8.2617
14092,3,5,5,1,8.2734
14101,9,1,1,1,8.1648
14110,4,6,6,1,7.8718
14118,8,0,0,1,7.7431
14127,9,1,1,1,7.7203
14136,9,6,6,1,7.8009
14144,3,5,5,1,7.8679
14153,4,6,6,1,7.8372
14162,4,1,1,1,7.7452
14171,9,1,1,1,8.1092
14179,3,5,5,1,8.2003
14188,4,1,1,1,8.1049
14196,3,5,5,1,8.0278
14205,4,1,1,1,7.9639
14213,8,5,5,1,8.1239
14222,4,1,1,1,7.9942
14230,3,0,0,1,7.9443
14238,8,0,0,1,8.1167
14246,8,5,5,1,8.1576
14254,3,0,0,1,8.2184
14262,3,5,5,1,8.4733
14271,9,1,1,1,8.3036
14280,4,6,6,1,8.0211
14289,9,1,1,1,7.8521
14298,9,1,1,1,7.8012
14307,4,6,6,1,7.9405
14316,9,1,1,1,7.7872
14325,4,1,1,1,7.5440
14334,4,6,6,1,7.5879
14342,8,0,0,1,7.6903
14351,4,1,1,1,7.7812
14359,8,0,0,1,8.0182
14367,3,0,0,1,8.3898
14376,9,6,6,1,8.1180
14384,3,0,0,1,8.1196
14393,9,6,6,1,8.0262
14401,8,0,0,1,8.1224
14410,9,6,6,1,8.1671
14418,3,0,0,1,8.0327
14426,8,5,5,1,8.4452
14434,8,5,5,1,8.4927
14442,3,5,5,1,8.3605
14451,9,1,1,1,8.3336
14459,8,5,5,1,8.3893
14468,4,6,37052,0,8.3620
14477,4,1,1,1,8.0417
14485,8,5,5,1,7.9752
14493,8,5,5,1,7.7727
14502,4,6,6,1,8.1083
14511,9,1,1,1,7.8520
14520,4,1,1,1,7.8742
14528,3,5,5,1,8.0596
14537,4,1,1,1,7.9157
14546,4,6,6,1,7.9309
14554,3,0,0,1,7.6370
14563,4,6,6,1,7.6412
14572,9,1,1,1,7.9447
14580,3,5,5,1,7.8145
14589,4,1,1,1,7.6540
14598,4,6,6,1,7.5133
14606,3,0,0,1,7.8320
14615,4,1,1,1,8.0438
14623,8,0,0,1,7.7524
14631,8,0,0,1,7.7311
14640,4,1,1,1,7.6206
14648,3,0,0,1,7.9701
14657,4,1,1,1,8.2921
14665,3,5,5,1,8.2720
14674,4,6,6,1,8.3690
14683,4,6,6,1,8.2371
14691,3,5,5,1,8.1965
14700,4,1,1,1,7.8406
14709,4,6,6,1,7.5706
14718,9,1,1,1,7.6581
14727,9,1,1,1,7.9231
14736,9,6,6,1,8.0067
14744,8,0,0,1,7.6697
14752,8,0,0,1,7.6753
14761,4,1,1,1,7.7490
14769,3,5,5,1,7.8145
14777,3,5,5,1,8.3783
14786,4,1,1,1,8.3425
14794,3,5,5,1,8.2190
14802,3,0,0,1,8.3067
14811,9,1,1,1,8.0997
14820,9,6,6,1,7.9606
14829,4,1,1,1,8.4135
